,Id,SalePrice
436,1897,104323.03
437,1898,109668.24
438,1899,143401.89
439,1900,154824.03
440,1901,164614.39
441,1902,133512.77
442,1903,214505.45
443,1904,136945.36
444,1905,195694.62
445,1906,177582.98
446,1907,207907.36
447,1908,109056.35
448,1909,141221.3
449,1910,128229.63
450,1911,207443.4
451,1912,275943.88
452,1913,144595.27
453,1914,67624.164
454,1915,304537.1
455,1916,68099.62
456,1917,265640.1
457,1918,136790.0
458,1919,161462.92
459,1920,147043.17
460,1921,462521.16
461,1922,346286.7
462,1923,209753.27
463,1924,209853.67
464,1925,214517.94
465,1926,400715.34
466,1927,134550.81
467,1928,167675.45
468,1929,123505.81
469,1930,138432.7
470,1931,140985.05
471,1932,127929.67
472,1933,168576.58
473,1934,174878.83
474,1935,174045.03
475,1936,178710.0
476,1937,180569.2
477,1938,176509.45
478,1939,243704.56
479,1940,195969.55
480,1941,168716.56
481,1942,183859.19
482,1943,211210.61
483,1944,345728.56
484,1945,378827.16
485,1946,148340.81
486,1947,309104.56
487,1948,186855.5
488,1949,224796.39
489,1950,177420.0
490,1951,256110.3
491,1952,213144.69
492,1953,168718.75
493,1954,199611.06
494,1955,125991.27
495,1956,277858.9
496,1957,159804.97
497,1958,305249.34
498,1959,133692.52
499,1960,118455.36
500,1961,116182.09
501,1962,96992.7
502,1963,103876.56
503,1964,105664.14
504,1965,147023.52
505,1966,157246.17
506,1967,287440.84
507,1968,436043.06
508,1969,403731.1
509,1970,465555.9
510,1971,452064.28
511,1972,390531.12
512,1973,270246.5
513,1974,315240.0
514,1975,434805.2
515,1976,268223.16
516,1977,362446.72
517,1978,392358.53
518,1979,332055.06
519,1980,187135.81
520,1981,349388.44
521,1982,230111.66
522,1983,210850.61
523,1984,173321.7
524,1985,209531.88
525,1986,213052.95
526,1987,175207.84
527,1988,171240.95
528,1989,192215.33
529,1990,218643.22
530,1991,221583.08
531,1992,211067.14
532,1993,170905.44
533,1994,243942.98
534,1995,186125.11
535,1996,248342.4
536,1997,332447.2
537,1998,356753.06
538,1999,251396.25
539,2000,308491.66
540,2001,248770.53
541,2002,242453.73
542,2003,248091.98
543,2004,265104.9
544,2005,239214.58
545,2006,233229.75
546,2007,242630.11
547,2008,215623.97
548,2009,181972.73
549,2010,194262.69
550,2011,150148.98
551,2012,180550.33
552,2013,180132.69
553,2014,184407.1
554,2015,201334.38
555,2016,185649.06
556,2017,196793.67
557,2018,126418.29
558,2019,136495.52
559,2020,113383.95
560,2021,112041.35
561,2022,187123.4
562,2023,129012.96
563,2024,225199.73
564,2025,377357.2
565,2026,173133.39
566,2027,145498.84
567,2028,152561.27
568,2029,160807.12
569,2030,285974.25
570,2031,277196.97
571,2032,286831.97
572,2033,288028.4
573,2034,162097.28
574,2035,206866.11
575,2036,197223.38
576,2037,205879.9
577,2038,322636.94
578,2039,220693.4
579,2040,338580.44
580,2041,262536.25
581,2042,200262.67
582,2043,170296.11
583,2044,177426.12
584,2045,210989.88
585,2046,142833.19
586,2047,144246.23
587,2048,135257.8
588,2049,140456.39
589,2050,187362.03
590,2051,113458.71
591,2052,134905.31
592,2053,146028.06
593,2054,90458.2
594,2055,170142.34
595,2056,135101.12
596,2057,119461.57
597,2058,220220.94
598,2059,128953.29
599,2060,169215.2
600,2061,185620.48
601,2062,130034.125
602,2063,110338.734
603,2064,134426.28
604,2065,124673.14
605,2066,176719.3
606,2067,124590.45
607,2068,144798.27
608,2069,87433.35
609,2070,111223.65
610,2071,97007.484
611,2072,129886.37
612,2073,140400.44
613,2074,188327.22
614,2075,150227.88
615,2076,123328.71
616,2077,146860.72
617,2078,127052.0
618,2079,129432.38
619,2080,117033.47
620,2081,120062.945
621,2082,129895.51
622,2083,138922.81
623,2084,110697.27
624,2085,120970.26
625,2086,137296.25
626,2087,117870.36
627,2088,94518.336
628,2089,71962.38
629,2090,128466.914
630,2091,120834.82
631,2092,124909.34
632,2093,119112.52
633,2094,135940.98
634,2095,153210.66
635,2096,78297.4
636,2097,91351.414
637,2098,148039.78
638,2099,69112.21
639,2100,94900.64
640,2101,122647.99
641,2102,132908.77
642,2103,99345.78
643,2104,136732.16
644,2105,118633.41
645,2106,70029.195
646,2107,239582.19
647,2108,115096.766
648,2109,112675.67
649,2110,132041.14
650,2111,163631.05
651,2112,130347.805
652,2113,116626.336
653,2114,112804.89
654,2115,156403.92
655,2116,124055.56
656,2117,149011.64
657,2118,120813.58
658,2119,108077.0
659,2120,119685.81
660,2121,81764.52
661,2122,102408.195
662,2123,88998.15
663,2124,181908.95
664,2125,122554.695
665,2126,145773.4
666,2127,162444.55
667,2128,119372.625
668,2129,107713.664
669,2130,134650.88
670,2131,154859.9
671,2132,115968.19
672,2133,120962.52
673,2134,116064.516
674,2135,100538.75
675,2136,72550.57
676,2137,112951.0
677,2138,132244.22
678,2139,157406.3
679,2140,139744.97
680,2141,144173.06
681,2142,129203.96
682,2143,144907.9
683,2144,131199.28
684,2145,136327.88
685,2146,167076.78
686,2147,146318.97
687,2148,130314.48
688,2149,143779.94
689,2150,214278.62
690,2151,126436.734
691,2152,195292.45
692,2153,178936.42
693,2154,108832.15
694,2155,133560.77
695,2156,249699.4
696,2157,227371.89
697,2158,235938.72
698,2159,224700.16
699,2160,176001.92
700,2161,245002.3
701,2162,363140.47
702,2163,339608.1
703,2164,250388.28
704,2165,177759.05
705,2166,148233.4
706,2167,220318.5
707,2168,202320.62
708,2169,196968.67
709,2170,218172.47
710,2171,151261.2
711,2172,134818.83
712,2173,170038.53
713,2174,230566.0
714,2175,308683.28
715,2176,312535.8
716,2177,240750.25
717,2178,209514.19
718,2179,140039.1
719,2180,215004.02
720,2181,191794.67
721,2182,216819.56
722,2183,188780.53
723,2184,125035.79
724,2185,124398.3
725,2186,140472.12
726,2187,152372.38
727,2188,161814.55
728,2189,219607.67
729,2190,86125.73
730,2191,88309.266
731,2192,103242.93
732,2193,111843.3
733,2194,99031.16
734,2195,116729.38
735,2196,117102.016
736,2197,112530.766
737,2198,163055.12
738,2199,166573.4
739,2200,133989.53
740,2201,135411.1
741,2202,215078.6
742,2203,146293.48
743,2204,180440.19
744,2205,97528.375
745,2206,143415.33
746,2207,207877.64
747,2208,249139.78
748,2209,217465.62
749,2210,117461.86
750,2211,120755.96
751,2212,112755.29
752,2213,103355.49
753,2214,122593.555
754,2215,108754.9
755,2216,154181.5
756,2217,102116.95
757,2218,66143.414
758,2219,70267.97
759,2220,62755.797
760,2221,304537.1
761,2222,250652.8
762,2223,266264.47
763,2224,211694.38
764,2225,121045.61
765,2226,190706.39
766,2227,193364.17
767,2228,274804.2
768,2229,243756.38
769,2230,158379.84
770,2231,216500.12
771,2232,181598.3
772,2233,171537.08
773,2234,258641.53
774,2235,222418.47
775,2236,278853.22
776,2237,353495.12
777,2238,204425.47
778,2239,123957.69
779,2240,168022.7
780,2241,171178.39
781,2242,126025.04
782,2243,131789.2
783,2244,111239.79
784,2245,110136.53
785,2246,145083.25
786,2247,109420.19
787,2248,124944.06
788,2249,127125.4
789,2250,139777.69
790,2251,112663.41
791,2252,179059.62
792,2253,156686.78
793,2254,178875.08
794,2255,185101.94
795,2256,188832.58
796,2257,206970.0
797,2258,175577.34
798,2259,173543.22
799,2260,165444.06
800,2261,197138.62
801,2262,220878.4
802,2263,348066.75
803,2264,406514.8
804,2265,184214.1
805,2266,292989.97
806,2267,393653.3
807,2268,385132.06
808,2269,145440.11
809,2270,191232.6
810,2271,229773.9
811,2272,203114.14
812,2273,163835.11
813,2274,169823.06
814,2275,174346.94
815,2276,184951.56
816,2277,181435.83
817,2278,144140.34
818,2279,131932.44
819,2280,132784.08
820,2281,158661.16
821,2282,180869.47
822,2283,104194.45
823,2284,111263.39
824,2285,158824.48
825,2286,124237.17
826,2287,350763.78
827,2288,269703.16
828,2289,386061.16
829,2290,453424.53
830,2291,332566.78
831,2292,433769.66
832,2293,487894.47
833,2294,455272.62
834,2295,456828.47
835,2296,272184.1
836,2297,310917.75
837,2298,320684.5
838,2299,417496.5
839,2300,346407.5
840,2301,279194.12
841,2302,236347.66
842,2303,237383.98
843,2304,247621.25
844,2305,183542.23
845,2306,175362.83
846,2307,177658.45
847,2308,221800.69
848,2309,288770.88
849,2310,217862.25
850,2311,194857.38
851,2312,180235.64
852,2313,177323.6
853,2314,190202.83
854,2315,175936.4
855,2316,184272.86
856,2317,178663.17
857,2318,175461.02
858,2319,181473.25
859,2320,188148.92
860,2321,248321.6
861,2322,178054.73
862,2323,181169.4
863,2324,169139.14
864,2325,207106.14
865,2326,167484.02
866,2327,216878.64
867,2328,228656.44
868,2329,180907.66
869,2330,171291.4
870,2331,358889.56
871,2332,412868.97
872,2333,327332.4
873,2334,250248.36
874,2335,259498.38
875,2336,336214.38
876,2337,197216.31
877,2338,283494.38
878,2339,225152.36
879,2340,409469.28
880,2341,208141.45
881,2342,234877.67
882,2343,215668.39
883,2344,227570.5
884,2345,240299.2
885,2346,221557.33
886,2347,194782.84
887,2348,235049.89
888,2349,169784.75
889,2350,277716.3
890,2351,242072.67
891,2352,246556.9
892,2353,220935.67
893,2354,135479.94
894,2355,158221.03
895,2356,149209.94
896,2357,192760.1
897,2358,194518.72
898,2359,127016.6
899,2360,115084.46
900,2361,140377.05
901,2362,269151.75
902,2363,138188.73
903,2364,165274.4
904,2365,224986.55
905,2366,205060.55
906,2367,224994.69
907,2368,218660.8
908,2369,217764.69
909,2370,159987.94
910,2371,162575.6
911,2372,180708.48
912,2373,272670.34
913,2374,311029.06
914,2375,252828.08
915,2376,285948.22
916,2377,397006.25
917,2378,146006.5
918,2379,188453.92
919,2380,147316.47
920,2381,160425.61
921,2382,195704.92
922,2383,201111.1
923,2384,238229.34
924,2385,161730.36
925,2386,136553.66
926,2387,137681.66
927,2388,107173.13
928,2389,123692.46
929,2390,149884.5
930,2391,143509.14
931,2392,116669.8
932,2393,175112.66
933,2394,145916.89
934,2395,206202.06
935,2396,138803.56
936,2397,222290.77
937,2398,137567.42
938,2399,61029.836
939,2400,60380.742
940,2401,117768.08
941,2402,142588.94
942,2403,143278.36
943,2404,148538.44
944,2405,154142.2
945,2406,145298.12
946,2407,124112.33
947,2408,143949.44
948,2409,127204.65
949,2410,175348.52
950,2411,120597.664
951,2412,161363.83
952,2413,130837.5
953,2414,138469.72
954,2415,137540.66
955,2416,132165.0
956,2417,134134.72
957,2418,126507.47
958,2419,124338.914
959,2420,127316.71
960,2421,149527.78
961,2422,122559.79
962,2423,127391.3
963,2424,153703.05
964,2425,191465.58
965,2426,131581.38
966,2427,137226.08
967,2428,182323.66
968,2429,118410.695
969,2430,133116.61
970,2431,109747.016
971,2432,142603.36
972,2433,145385.67
973,2434,133394.33
974,2435,143964.58
975,2436,111945.5
976,2437,110940.7
977,2438,128165.484
978,2439,113404.98
979,2440,116195.82
980,2441,103608.92
981,2442,100734.305
982,2443,116987.67
983,2444,121952.734
984,2445,75124.15
985,2446,124328.59
986,2447,188704.19
987,2448,135268.3
988,2449,98524.56
989,2450,146471.0
990,2451,124192.19
991,2452,214890.25
992,2453,101496.73
993,2454,133934.34
994,2455,127424.94
995,2456,139096.23
996,2457,127231.39
997,2458,121982.81
998,2459,104211.9
999,2460,132268.33
1000,2461,111840.16
1001,2462,136389.38
1002,2463,122443.516
1003,2464,163752.12
1004,2465,128538.87
1005,2466,104124.64
1006,2467,141580.3
1007,2468,66986.84
1008,2469,72186.12
1009,2470,187472.38
1010,2471,221546.19
1011,2472,158649.69
1012,2473,119581.914
1013,2474,89953.984
1014,2475,228129.75
1015,2476,106668.93
1016,2477,127183.9
1017,2478,156937.7
1018,2479,110838.336
1019,2480,149324.12
1020,2481,118392.66
1021,2482,129766.63
1022,2483,116308.16
1023,2484,121200.46
1024,2485,121544.24
1025,2486,153774.16
1026,2487,187924.55
1027,2488,161224.66
1028,2489,153002.3
1029,2490,162506.22
1030,2491,94968.86
1031,2492,178825.6
1032,2493,145441.92
1033,2494,152695.42
1034,2495,96728.195
1035,2496,244665.64
1036,2497,147192.03
1037,2498,110871.164
1038,2499,94659.56
1039,2500,129083.75
1040,2501,137667.1
1041,2502,151030.61
1042,2503,89829.95
1043,2504,177797.88
1044,2505,228371.53
1045,2506,254841.84
1046,2507,282364.84
1047,2508,254905.44
1048,2509,211675.14
1049,2510,224918.62
1050,2511,177112.9
1051,2512,203078.58
1052,2513,208673.05
1053,2514,236248.1
1054,2515,144778.06
1055,2516,164085.28
1056,2517,140259.38
1057,2518,150107.94
1058,2519,218832.61
1059,2520,203533.6
1060,2521,190183.23
1061,2522,222480.25
1062,2523,129249.84
1063,2524,130834.59
1064,2525,144130.6
1065,2526,132822.31
1066,2527,116500.24
1067,2528,132014.17
1068,2529,140490.66
1069,2530,116754.19
1070,2531,245110.28
1071,2532,225637.31
1072,2533,195333.34
1073,2534,232786.08
1074,2535,322867.44
1075,2536,240969.22
1076,2537,236683.17
1077,2538,183689.48
1078,2539,191203.66
1079,2540,168770.6
1080,2541,182301.22
1081,2542,163079.77
1082,2543,127826.61
1083,2544,130815.62
1084,2545,133430.9
1085,2546,134625.56
1086,2547,139950.19
1087,2548,151296.06
1088,2549,160596.88
1089,2550,283008.22
1090,2551,137845.6
1091,2552,133030.94
1092,2553,82156.93
1093,2554,106585.75
1094,2555,120729.79
1095,2556,109824.234
1096,2557,115960.836
1097,2558,163029.19
1098,2559,137271.16
1099,2560,135847.39
1100,2561,143230.11
1101,2562,133387.53
1102,2563,148233.73
1103,2564,188441.86
1104,2565,152858.34
1105,2566,153702.2
1106,2567,117887.32
1107,2568,182641.62
1108,2569,196474.78
1109,2570,117338.76
1110,2571,175756.97
1111,2572,184985.5
1112,2573,203051.9
1113,2574,275528.12
1114,2575,129438.16
1115,2576,121153.88
1116,2577,139726.08
1117,2578,90095.1
1118,2579,67657.78
1119,2580,131849.1
1120,2581,119626.07
1121,2582,117072.41
1122,2583,268198.38
1123,2584,164096.34
1124,2585,181778.66
1125,2586,215328.97
1126,2587,200717.4
1127,2588,154036.92
1128,2589,148617.1
1129,2590,209200.02
1130,2591,212625.02
1131,2592,207159.62
1132,2593,251195.77
1133,2594,177794.31
1134,2595,213842.55
1135,2596,339407.3
1136,2597,188308.98
1137,2598,271615.25
1138,2599,329424.2
1139,2600,192819.02
1140,2601,156082.6
1141,2602,84186.59
1142,2603,100550.71
1143,2604,87960.49
1144,2605,78571.43
1145,2606,143788.84
1146,2607,181305.55
1147,2608,207526.73
1148,2609,164216.53
1149,2610,115876.69
1150,2611,138131.48
1151,2612,151462.39
1152,2613,133468.11
1153,2614,127990.6
1154,2615,148007.56
1155,2616,142314.48
1156,2617,186380.22
1157,2618,195484.98
1158,2619,202729.11
1159,2620,179516.62
1160,2621,181233.53
1161,2622,186786.77
1162,2623,250166.42
1163,2624,263957.06
1164,2625,329287.22
1165,2626,164501.86
1166,2627,186758.6
1167,2628,435883.44
1168,2629,544119.06
1169,2630,358990.06
1170,2631,455408.84
1171,2632,449859.4
1172,2633,316089.66
1173,2634,411005.56
1174,2635,154988.62
1175,2636,189007.97
1176,2637,184913.55
1177,2638,257661.27
1178,2639,196207.06
1179,2640,148882.77
1180,2641,100557.49
1181,2642,191175.22
1182,2643,99534.086
1183,2644,126441.81
1184,2645,103997.08
1185,2646,96571.65
1186,2647,102614.93
1187,2648,143637.28
1188,2649,149270.77
1189,2650,153855.4
1190,2651,145528.86
1191,2652,422947.44
1192,2653,246157.69
1193,2654,237694.45
1194,2655,383548.7
1195,2656,329019.03
1196,2657,364896.72
1197,2658,282427.53
1198,2659,320938.28
1199,2660,345882.97
1200,2661,348795.88
1201,2662,357856.44
1202,2663,270008.53
1203,2664,281120.88
1204,2665,325315.7
1205,2666,297458.72
1206,2667,173530.6
1207,2668,187343.36
1208,2669,171218.28
1209,2670,293584.03
1210,2671,186810.78
1211,2672,189488.62
1212,2673,209835.4
1213,2674,205849.8
1214,2675,175055.5
1215,2676,184532.23
1216,2677,194169.3
1217,2678,249552.25
1218,2679,274673.44
1219,2680,281806.25
1220,2681,426269.88
1221,2682,363550.9
1222,2683,501995.2
1223,2684,323306.94
1224,2685,365584.3
1225,2686,247434.28
1226,2687,324084.62
1227,2688,227490.47
1228,2689,214559.8
1229,2690,466919.03
1230,2691,179323.16
1231,2692,136041.47
1232,2693,196081.34
1233,2694,139850.78
1234,2695,190944.11
1235,2696,183550.92
1236,2697,184199.73
1237,2698,195406.89
1238,2699,171420.66
1239,2700,154887.64
1240,2701,155141.48
1241,2702,110273.15
1242,2703,153454.2
1243,2704,138309.83
1244,2705,119346.97
1245,2706,120504.37
1246,2707,127840.34
1247,2708,136141.0
1248,2709,113775.89
1249,2710,126684.85
1250,2711,299986.1
1251,2712,392901.72
1252,2713,165230.56
1253,2714,156148.31
1254,2715,160030.0
1255,2716,153562.38
1256,2717,181029.73
1257,2718,224380.94
1258,2719,163130.33
1259,2720,178840.23
1260,2721,140473.86
1261,2722,156942.72
1262,2723,153569.02
1263,2724,127602.15
1264,2725,135476.95
1265,2726,141402.14
1266,2727,183495.61
1267,2728,161692.89
1268,2729,151773.31
1269,2730,139720.66
1270,2731,133423.94
1271,2732,123162.16
1272,2733,157770.81
1273,2734,152364.95
1274,2735,131253.67
1275,2736,131334.9
1276,2737,123887.52
1277,2738,137540.66
1278,2739,165272.73
1279,2740,139405.53
1280,2741,143768.0
1281,2742,143796.6
1282,2743,145456.89
1283,2744,158175.44
1284,2745,140829.1
1285,2746,140741.16
1286,2747,151448.86
1287,2748,118933.375
1288,2749,131056.35
1289,2750,145503.12
1290,2751,138588.34
1291,2752,198433.23
1292,2753,153499.17
1293,2754,236805.47
1294,2755,121584.98
1295,2756,100442.91
1296,2757,75534.336
1297,2758,92657.6
1298,2759,153267.56
1299,2760,124280.12
1300,2761,140126.34
1301,2762,140582.58
1302,2763,190887.36
1303,2764,165183.44
1304,2765,281711.38
1305,2766,133167.62
1306,2767,84396.21
1307,2768,134511.73
1308,2769,127518.06
1309,2770,157444.19
1310,2771,118104.97
1311,2772,118103.586
1312,2773,145899.83
1313,2774,132088.9
1314,2775,120540.24
1315,2776,136879.5
1316,2777,154000.84
1317,2778,122226.59
1318,2779,114390.44
1319,2780,100400.0
1320,2781,96775.875
1321,2782,93701.65
1322,2783,103266.78
1323,2784,128212.66
1324,2785,126578.66
1325,2786,86010.52
1326,2787,122639.08
1327,2788,77387.29
1328,2789,199543.33
1329,2790,89754.0
1330,2791,115116.586
1331,2792,56112.875
1332,2793,183911.77
1333,2794,103518.664
1334,2795,117560.055
1335,2796,104287.92
1336,2797,209858.05
1337,2798,113400.555
1338,2799,111663.56
1339,2800,60094.332
1340,2801,112223.195
1341,2802,140710.02
1342,2803,183297.97
1343,2804,143573.08
1344,2805,104396.57
1345,2806,84182.63
1346,2807,165819.67
1347,2808,150545.23
1348,2809,133842.9
1349,2810,133925.42
1350,2811,154523.47
1351,2812,143951.11
1352,2813,174357.72
1353,2814,174613.14
1354,2815,111111.28
1355,2816,222785.44
1356,2817,158201.62
1357,2818,127487.836
1358,2819,178894.14
1359,2820,138802.03
1360,2821,105107.99
